product code,quantity,estimated delivery date,lodgement date,contract number,salesman number
R04W892,220,2015-12-23,2016-01-07,CSE0001851,12010225
T67P542,990,2010-05-29,2010-05-05,CSE0001852,11610903
L8N0649,710,2010-06-11,2010-06-13,CSE0001852,11711922
MM72065,450,2010-06-05,2010-05-10,CSE0001852,11510902
V0W6342,10,2010-06-04,2010-04-23,CSE0001852,11912220
E4280M5,760,2010-04-26,2010-05-06,CSE0001852,11112317
EZ12538,360,2010-05-19,2010-06-12,CSE0001852,11711517
S40897X,390,2010-04-23,2010-05-15,CSE0001852,11711516
R796N84,530,2010-05-16,2010-05-13,CSE0001852,11410600
B8E1796,630,2010-04-21,2010-06-12,CSE0001852,12111125
CF29758,900,2010-05-10,2010-05-15,CSE0001852,12111125
N2364L9,870,2010-06-11,2010-04-28,CSE0001852,12012809
W318D96,840,2010-04-21,2010-05-02,CSE0001852,11310220
EE05684,790,2010-05-14,2010-06-02,CSE0001852,11410600
D51962U,800,2010-05-20,2010-04-21,CSE0001852,11111206
N13J804,800,2010-04-23,2010-04-28,CSE0001852,11610802
C45R631,130,2010-06-12,2010-06-04,CSE0001852,11811124
L0528N6,540,2010-05-19,2010-05-30,CSE0001852,11910127
SB01298,570,2010-04-28,2010-05-23,CSE0001852,11211012
B830R57,230,2010-05-04,2010-04-21,CSE0001852,11811124
S6I1543,940,2015-12-02,2016-01-17,CSE0001853,11512118
A273M51,830,2015-12-11,2015-11-25,CSE0001853,11810104
S6I1543,690,2015-12-11,2015-12-14,CSE0001853,11311817
MM72065,660,2016-01-05,2016-01-19,CSE0001853,11710805
P1275R8,60,2016-01-06,2016-01-03,CSE0001853,11710128
M79W815,40,2015-12-16,2015-12-21,CSE0001853,12210703
O9F4205,150,2016-01-10,2016-01-11,CSE0001853,11310009
TT21465,70,2016-01-03,2016-01-11,CSE0001853,11410703
V5W8496,290,2015-12-25,2015-11-27,CSE0001853,11510816
H9842K1,210,2015-12-25,2015-11-24,CSE0001853,11211210
C2056I7,810,2015-12-27,2015-11-30,CSE0001853,12210529
SE17564,790,2016-01-16,2015-11-25,CSE0001853,11311712
D93P178,80,2015-12-07,2015-12-25,CSE0001853,11310927
C02614Q,760,2016-01-16,2016-01-07,CSE0001853,11911604
MR92570,660,2015-12-30,2015-12-25,CSE0001853,11410905
SL87069,780,2015-12-31,2016-01-19,CSE0001853,11112003
F24170J,950,2015-12-02,2015-11-26,CSE0001853,12010313
R5F0782,340,2005-10-25,2005-10-13,CSE0001854,11112416
LR91308,470,2005-10-15,2005-10-14,CSE0001854,11412713
S5291W4,950,2005-11-11,2005-11-26,CSE0001854,12110325
DE13695,350,2005-10-21,2005-10-23,CSE0001854,11911807
T75D268,430,2005-10-23,2005-10-16,CSE0001854,11511403
D0W8356,80,2005-11-18,2005-11-14,CSE0001855,11811307
S6I1543,600,2005-11-24,2005-10-06,CSE0001855,11610803
DT47956,780,2005-10-26,2005-10-01,CSE0001855,11610900
D265U39,280,2005-10-28,2005-10-02,CSE0001855,11712312
C9520Y6,170,2005-10-09,2005-11-06,CSE0001855,11912919
SW03642,660,2005-10-22,2005-11-21,CSE0001855,11512016
P09Y825,670,2005-11-18,2005-11-10,CSE0001855,11612024
GC81302,910,2005-10-27,2005-11-27,CSE0001855,12212618
T95761U,570,2015-02-01,2015-03-11,CSE0001856,11510803
F4K6753,730,2015-01-31,2015-03-07,CSE0001856,11511423
C3752Y9,160,2015-02-24,2015-03-05,CSE0001856,12110129
A58192Z,630,2015-03-10,2015-01-13,CSE0001856,12010703
LO12047,530,2015-03-11,2015-02-24,CSE0001856,11711214
HW53167,930,2015-02-18,2015-01-15,CSE0001856,11410826
OP18549,610,2015-03-08,2015-01-26,CSE0001856,11810706
HD86793,860,2015-02-02,2015-01-27,CSE0001856,12210524
T7E2913,120,2015-02-01,2015-01-23,CSE0001856,11511423
M2589S0,910,2015-02-22,2015-02-05,CSE0001856,11211016
AA85346,920,2015-03-05,2015-01-20,CSE0001856,12212618
TF15948,150,2015-03-05,2015-02-07,CSE0001856,11610016
CS90168,750,2015-01-21,2015-02-26,CSE0001856,11311901
A31Y204,700,2015-02-12,2015-02-03,CSE0001856,11211305
S2180L4,820,2002-03-16,2002-03-08,CSE0001857,11512601
C7826A5,760,2018-11-22,2018-10-20,CSE0001858,11810104
MC32085,460,2018-11-08,2018-11-19,CSE0001858,11210425
E895N12,450,2018-11-28,2018-11-03,CSE0001858,11211501
L47869Q,560,2018-11-11,2018-11-05,CSE0001858,11510115
AE80564,980,2018-11-16,2018-11-26,CSE0001858,11911112
V5W8496,170,2018-10-16,2018-11-26,CSE0001858,11812407
OP18549,490,2018-11-03,2018-11-30,CSE0001858,11411910
S93N807,540,2018-11-11,2018-10-22,CSE0001858,11510427
T035M47,150,2000-10-18,2000-11-10,CSE0001859,12110325
A35J746,730,2000-10-19,2000-10-17,CSE0001859,11810722
H64578X,260,2000-12-10,2000-10-23,CSE0001859,11410905
V5W8496,200,2000-12-08,2000-11-05,CSE0001859,11210425
CY08734,260,2000-11-13,2000-11-26,CSE0001859,11512118
R7248S9,600,2000-10-23,2000-12-09,CSE0001859,11712215
DD18704,810,2000-11-26,2000-10-27,CSE0001859,11312922
C63081N,910,2000-12-03,2000-12-04,CSE0001859,12110203
R5F0782,260,2000-10-30,2000-11-14,CSE0001859,12011702
FJ71643,850,2000-12-08,2000-11-03,CSE0001859,11810104
I357B21,690,2000-11-23,2000-11-24,CSE0001859,11512118
V6Q9754,800,2000-11-27,2000-11-21,CSE0001859,11712325
T9T8140,660,2000-11-06,2000-11-19,CSE0001859,11212510
B56K283,240,2002-09-09,2002-09-25,CSE0001860,11812127
L47869Q,710,2002-09-27,2002-10-16,CSE0001860,11810204
C6C1349,590,2002-09-26,2002-10-19,CSE0001860,11410318
W08294X,970,2002-10-10,2002-09-21,CSE0001860,11611500
S36N209,370,2002-10-05,2002-10-13,CSE0001860,11310409
S2180L4,20,2002-09-03,2002-09-12,CSE0001860,11712500
YS95071,560,2002-10-30,2002-09-28,CSE0001860,11212119
C186H47,800,2002-10-24,2002-10-29,CSE0001860,11210503
EZ12538,340,2002-09-30,2002-09-05,CSE0001860,11912109
L891S65,250,2002-10-16,2002-10-13,CSE0001860,12211403
P09Y825,540,2002-10-01,2002-10-12,CSE0001860,12110824
L0X9362,440,2002-09-17,2002-10-08,CSE0001860,11412313
R04W892,610,2005-06-25,2005-05-19,CSE0001861,11112200
C634K72,850,2005-06-10,2005-05-30,CSE0001861,11411917
F790I64,70,2005-05-13,2005-05-08,CSE0001861,11211517
C98142A,580,2006-10-25,2006-09-19,CSE0001862,11511213
C7826A5,760,2006-10-17,2006-10-13,CSE0001862,11112003
L8N0649,730,2006-09-13,2006-10-12,CSE0001862,11110321
F9N8470,490,2006-10-03,2006-10-16,CSE0001862,11511213
TT21465,410,2006-10-31,2006-10-13,CSE0001862,12210428
C367T20,820,2006-09-10,2006-10-18,CSE0001862,12210428
P41857Y,620,2006-09-22,2006-10-19,CSE0001862,12110203
C58G293,350,2006-10-21,2006-09-09,CSE0001862,11112015
M9J6453,160,2006-11-02,2006-11-01,CSE0001862,11710805
L92148E,70,2006-11-01,2006-10-18,CSE0001862,11310927
CS90168,420,2006-10-18,2006-10-12,CSE0001862,11112029
R6K1395,430,2006-09-11,2006-10-27,CSE0001862,11412713
F24170J,800,2006-10-24,2006-10-31,CSE0001862,11911604
D7903R1,470,2006-09-22,2006-10-07,CSE0001862,12111219
C634K72,550,2006-10-06,2006-10-08,CSE0001862,11810104
A273M51,860,2006-09-21,2006-10-13,CSE0001862,11710914
F76983D,500,2006-09-25,2006-09-06,CSE0001862,11910811
I53862I,20,2006-10-03,2006-10-20,CSE0001862,11311405
S2501J4,980,2006-09-29,2006-09-09,CSE0001862,11610600
C96H382,30,2006-10-07,2006-10-11,CSE0001862,11210425
HW53167,470,2006-10-26,2006-09-25,CSE0001862,12111613
GC81302,840,2006-10-12,2006-09-28,CSE0001862,12010225
FK39705,510,2006-09-13,2006-09-26,CSE0001862,12110325
WC49732,490,2006-11-02,2006-09-11,CSE0001862,12110515
T1749L0,380,2006-10-17,2006-10-03,CSE0001862,11810104
EE05684,880,2006-10-23,2006-09-29,CSE0001862,11611227
I41V392,870,2006-09-04,2006-10-14,CSE0001862,12111219
MR92570,300,2006-10-05,2006-10-20,CSE0001862,11710818
I072X68,690,2006-10-19,2006-10-31,CSE0001862,11510427
F1L0847,270,2006-09-20,2006-10-21,CSE0001862,11511312
S5291W4,330,2006-10-07,2006-10-30,CSE0001862,11710818
S5291W4,130,2006-10-03,2006-10-07,CSE0001862,11312426
R04W892,440,2006-10-21,2006-10-02,CSE0001862,11812407
T35X601,460,2006-10-19,2006-10-14,CSE0001862,11810722
B830R57,300,2006-09-18,2006-09-08,CSE0001862,12011424
B830R57,380,2006-09-26,2006-10-05,CSE0001862,12010225
R81O564,300,2008-11-02,2008-11-01,CSE0001863,11610809
G071O86,440,2008-10-31,2008-12-04,CSE0001863,11512419
H64578X,300,2008-11-27,2008-11-16,CSE0001863,11912012
R58049A,680,2008-10-21,2008-12-16,CSE0001863,11610809
P1275R8,590,2008-12-13,2008-10-31,CSE0001863,11210724
FK39705,180,2008-12-12,2008-11-11,CSE0001863,11911722
TT21465,680,2008-11-18,2008-11-08,CSE0001863,12012001
WC49732,310,2008-12-18,2008-12-10,CSE0001863,11711516
P8130N9,840,2008-11-25,2008-10-29,CSE0001863,11512419
MR92570,20,2008-10-22,2008-10-19,CSE0001863,11912012
L903I17,840,2008-11-02,2008-12-05,CSE0001863,11111801
D0Q2543,850,2008-10-26,2008-11-08,CSE0001863,11211902
B830R57,990,2008-12-01,2008-11-08,CSE0001863,11812011
D230D47,360,2008-12-01,2008-12-14,CSE0001863,11111203
ML18593,320,2011-09-05,2011-08-21,CSE0001864,11310914
D1G4290,430,2011-08-06,2011-08-26,CSE0001864,11112908
FK39705,370,2011-09-08,2011-09-03,CSE0001864,12112511
D93P178,820,2011-09-18,2011-09-04,CSE0001864,11311817
DD18704,550,2011-08-03,2011-08-27,CSE0001864,11512928
S92348F,80,2011-09-09,2011-09-03,CSE0001864,12111219
S7K6834,90,2011-09-16,2011-08-13,CSE0001864,11810722
A59027Z,980,2011-09-06,2011-09-02,CSE0001864,11810104
S7Z8134,160,2011-08-05,2011-09-02,CSE0001864,11112908
V0147T3,730,2011-08-12,2011-09-08,CSE0001864,12210703
F790I64,320,2011-08-10,2011-07-21,CSE0001864,11112908
T035M47,200,2011-08-11,2011-08-11,CSE0001864,11212510
D0W8356,820,2011-09-11,2011-09-10,CSE0001864,12212215
DB83217,760,2000-10-26,2000-11-14,CSE0001865,11311229
A4A8763,430,2000-12-08,2000-10-16,CSE0001865,11112106
P3650F7,820,2000-12-10,2000-10-15,CSE0001865,12110704
M9P8604,70,2000-11-06,2000-10-21,CSE0001865,11812802
C46258Y,510,2000-10-24,2000-10-20,CSE0001865,11811426
VM86749,920,2000-12-08,2000-12-01,CSE0001865,11811911
NY39107,540,2000-11-08,2000-10-14,CSE0001865,12212618
S1490W6,690,2000-10-14,2000-12-02,CSE0001865,11311619
N74Y235,250,2003-01-18,2003-01-06,CSE0001866,11710008
S7K6834,670,2003-01-03,2003-02-23,CSE0001866,11611508
HI14706,130,2003-02-02,2003-02-14,CSE0001866,12212215
T75D268,850,2003-02-06,2003-02-16,CSE0001866,12110203
D68950Z,990,2003-01-06,2003-01-31,CSE0001866,11911700
D0W8356,270,2003-01-27,2003-02-04,CSE0001866,11210425
S7K6834,840,2018-10-08,2018-09-19,CSE0001867,12011723
R5F0782,850,2010-01-25,2010-02-12,CSE0001868,11311700
T0829X7,120,2010-02-12,2010-03-07,CSE0001868,12011219
V56301I,800,2010-02-14,2010-01-28,CSE0001868,12011219
M8I1749,390,2010-02-13,2010-02-01,CSE0001868,12011019
C2F0671,240,2000-02-27,2000-03-02,CSE0001869,11510816
H64578X,440,2000-03-24,2000-03-05,CSE0001869,11511312
W08294X,870,2000-03-16,2000-02-17,CSE0001869,11511317
V56301I,870,2000-03-24,2000-02-25,CSE0001869,12212215
P8130N9,740,2000-01-29,2000-03-06,CSE0001869,12210427
MM72065,500,2001-08-28,2001-08-09,CSE0001870,11511403
SL87069,700,2001-08-13,2001-08-27,CSE0001870,11210425
G80142H,620,2001-07-14,2001-08-08,CSE0001870,11811417
C2056I7,850,2001-08-09,2001-07-24,CSE0001870,11411910
S5291W4,50,2019-11-06,2019-10-26,CSE0001871,11312426
S6I1543,240,2017-11-07,2017-10-13,CSE0001872,11410100
A35J746,320,2017-10-28,2017-10-30,CSE0001872,11310324
A59027Z,660,2017-11-19,2017-11-04,CSE0001872,11510209
C7G8396,170,2017-11-20,2017-11-17,CSE0001872,11811911
U198C32,920,2017-11-14,2017-10-30,CSE0001872,11911424
OP18549,210,2017-10-11,2017-11-29,CSE0001872,11612502
HD86793,770,2017-11-16,2017-11-11,CSE0001872,11211721
M8I1749,680,2017-10-20,2017-11-18,CSE0001872,11911729
A35J746,840,2021-04-24,2021-03-29,CSE0001873,12110429
S7K6834,450,2005-11-21,2006-01-03,CSE0001874,11310914
C7G8396,540,2005-11-23,2005-11-28,CSE0001874,11112908
C2056I7,60,2012-03-15,2012-04-21,CSE0001875,11610902
L8N0649,910,2002-10-06,2002-09-13,CSE0001876,11111311
E738Y40,360,2002-08-24,2002-09-06,CSE0001876,12112609
A35J746,120,2002-09-12,2002-10-01,CSE0001876,11410106
R58049A,950,2002-09-12,2002-08-31,CSE0001876,12211105
V0W6342,790,2002-10-11,2002-10-02,CSE0001876,12011416
O9F4205,90,2002-09-15,2002-09-15,CSE0001876,11510105
I94V518,850,2002-10-04,2002-09-09,CSE0001876,12111907
F9135R4,700,2002-09-17,2002-09-17,CSE0001876,11112312
O9F4205,20,2002-10-01,2002-08-15,CSE0001876,11211015
F6L2495,380,2002-08-25,2002-09-30,CSE0001876,11511720
C741G20,240,2002-08-27,2002-08-16,CSE0001876,11112523
T739U65,370,2002-10-03,2002-09-25,CSE0001876,11911115
M5809H7,100,2002-10-02,2002-10-06,CSE0001876,11810114
FJ71643,300,2002-09-02,2002-09-14,CSE0001876,11112611
M320L69,50,2002-09-11,2002-09-27,CSE0001876,11111028
V0147T3,360,2002-09-14,2002-08-15,CSE0001876,12211905
M0467E1,980,2002-08-23,2002-09-14,CSE0001876,11511608
H089L35,280,2002-09-13,2002-09-25,CSE0001876,12011206
H5684K7,560,2002-09-29,2002-09-25,CSE0001876,11410101
H18Z450,870,2002-08-30,2002-08-25,CSE0001876,11912112
F790I64,840,2002-08-23,2002-09-29,CSE0001876,11511608
A273M51,560,2002-09-01,2002-10-11,CSE0001876,12111825
P02C741,30,2002-09-14,2002-08-31,CSE0001876,12211905
CO19853,530,2002-09-06,2002-10-07,CSE0001876,11710319
S8465W1,70,2002-08-19,2002-09-02,CSE0001876,11512503
O36987R,350,2002-08-16,2002-09-23,CSE0001876,11110111
C48967S,100,2002-10-04,2002-09-21,CSE0001876,11812518
P7604Q5,390,2002-08-31,2002-09-26,CSE0001876,12111401
C37A594,120,2002-08-27,2002-08-29,CSE0001876,11111727
C37A594,690,2002-09-27,2002-09-26,CSE0001876,12212520
S7Z8134,280,2002-08-29,2002-09-11,CSE0001876,11412101
TO87603,210,2002-09-29,2002-08-22,CSE0001876,11812127
I072X68,390,2002-10-06,2002-09-13,CSE0001876,11110111
L0528N6,860,2002-08-15,2002-08-18,CSE0001876,12011508
A392R56,300,2002-10-06,2002-09-06,CSE0001876,12111027
A35J746,350,2002-08-22,2002-08-13,CSE0001876,11111028
T540P67,940,2002-08-15,2002-08-31,CSE0001876,11111618
W49310P,730,2011-05-04,2011-03-28,CSE0001877,12112210
P41857Y,310,2011-04-12,2011-04-26,CSE0001877,11611210
CF29758,880,2011-05-04,2011-03-22,CSE0001877,11611101
F76983D,600,2000-04-05,2000-02-26,CSE0001878,12111906
T5382D6,810,2000-03-12,2000-04-04,CSE0001878,11311624
AE80564,20,2000-03-31,2000-03-14,CSE0001878,11911424
RZ42653,60,2000-02-20,2000-03-25,CSE0001878,11112206
P7604Q5,990,2000-04-10,2000-03-10,CSE0001878,11311902
T35X601,310,2000-03-17,2000-02-23,CSE0001878,11510803
O8C6513,360,2000-02-12,2000-03-18,CSE0001878,11510201
T1R9247,250,2000-03-10,2000-02-14,CSE0001878,11112326
S0912X5,310,2000-04-02,2000-02-24,CSE0001878,11812801
M421X86,180,2013-12-01,2013-11-06,CSE0001879,11210921
L903I17,370,2013-11-07,2013-11-15,CSE0001879,11811718
T67P542,90,2021-11-07,2021-10-08,CSE0001880,11410318
C58G293,20,2021-10-20,2021-10-23,CSE0001880,11211708
D7903R1,960,2021-10-03,2021-10-06,CSE0001880,11612805
C1F0953,670,2021-10-12,2021-10-22,CSE0001880,11712128
ER04531,70,2002-07-10,2002-07-16,CSE0001881,11510803
L8N0649,830,2002-09-02,2002-08-07,CSE0001881,12010417
A59027Z,380,2002-07-28,2002-07-26,CSE0001881,11710828
V5W8496,860,2002-07-27,2002-08-20,CSE0001881,11810706
T67P542,670,2002-08-13,2002-07-26,CSE0001882,11310703
S8465W1,870,2002-08-08,2002-07-29,CSE0001882,11912925
C2056I7,530,2002-08-18,2002-08-27,CSE0001882,12210120
CF29758,780,2002-08-14,2002-08-10,CSE0001882,11710512
C37A594,760,2002-08-28,2002-07-28,CSE0001882,11911227
SR61908,290,2002-07-11,2002-08-14,CSE0001882,11911227
S92348F,660,2002-08-29,2002-08-15,CSE0001882,11210712
R5F0782,920,2002-07-29,2002-07-29,CSE0001882,11911402
CC50327,320,2002-08-23,2002-08-16,CSE0001882,12111028
S92348F,90,2002-08-23,2002-08-21,CSE0001882,11112514
H7143H9,440,2002-08-27,2002-08-21,CSE0001882,12210311
N13J804,710,2002-08-20,2002-08-11,CSE0001882,11410213
V0147T3,980,2002-08-12,2002-08-14,CSE0001882,11912610
A37260X,200,2002-07-28,2002-07-19,CSE0001882,12211025
ME59832,20,2002-07-15,2002-09-01,CSE0001882,12211106
FC40169,180,2002-07-14,2002-08-21,CSE0001882,12210120
DR28405,470,2002-09-07,2002-08-04,CSE0001882,12110925
M859T76,570,2002-07-23,2002-08-02,CSE0001882,11310212
M859T76,550,2002-08-28,2002-07-19,CSE0001882,11210713
S1490W6,610,2002-08-22,2002-07-17,CSE0001882,11910017
W9718W3,680,2002-07-31,2002-08-26,CSE0001882,11812701
PY35974,1000,2002-08-03,2002-08-17,CSE0001882,11611617
RZ42653,700,2005-03-12,2005-02-25,CSE0001883,11510209
AU79605,730,2005-04-12,2005-03-07,CSE0001883,11112911
A50L172,450,2005-03-31,2005-03-06,CSE0001883,11211002
NY39107,380,2005-04-05,2005-04-02,CSE0001883,12212700
MR46392,690,2005-03-26,2005-04-07,CSE0001883,12112210
N89L425,620,2005-04-01,2005-03-02,CSE0001883,11910706
F6L2495,370,2005-02-16,2005-02-21,CSE0001883,11510201
V968Q15,510,2005-02-26,2005-04-04,CSE0001883,11210423
D7Y5182,760,2005-03-16,2005-04-02,CSE0001883,12111906
DD18704,600,2005-03-31,2005-03-30,CSE0001883,11210010
C2F0671,940,2005-02-28,2005-03-31,CSE0001883,11910706
C45R631,90,2005-02-16,2005-04-04,CSE0001883,11512016
T1R9247,660,2005-03-05,2005-03-02,CSE0001883,11611106
F8E7125,1000,2005-04-09,2005-04-02,CSE0001883,11911702
D265U39,80,2005-03-29,2005-03-27,CSE0001883,12110020
M79W815,630,2005-03-31,2005-04-14,CSE0001883,11411820
A58192Z,720,2005-04-09,2005-02-18,CSE0001883,12211320
D8150P6,20,2005-04-09,2005-03-13,CSE0001883,11211016
B239N58,70,2005-02-27,2005-02-23,CSE0001883,11612024
S2180L4,960,2005-03-14,2005-04-04,CSE0001883,12112006
A59027Z,460,2005-02-18,2005-02-28,CSE0001883,11410826
I072X68,620,2005-03-11,2005-02-27,CSE0001883,11512601
D0Q2543,580,2005-03-14,2005-04-05,CSE0001883,11710828
D0Q2543,530,2005-03-05,2005-03-09,CSE0001883,11411820
P09Y825,870,2005-02-19,2005-04-12,CSE0001883,11810625
W9718W3,340,2005-03-07,2005-04-09,CSE0001883,11810126
PI37560,610,2014-07-24,2014-07-31,CSE0001884,12011708
M328K91,750,2014-07-20,2014-06-30,CSE0001884,11411901
BE04182,230,2014-07-22,2014-07-25,CSE0001884,12011920
V56301I,310,2014-06-26,2014-06-27,CSE0001884,11412713
L17546O,330,2014-07-29,2014-07-03,CSE0001884,11710128
UL87156,790,2014-07-18,2014-06-25,CSE0001884,12111219
MR46392,230,2014-08-02,2014-06-15,CSE0001884,11611819
N89L425,990,2014-07-19,2014-07-21,CSE0001884,12012922
R45327J,320,2014-07-31,2014-06-19,CSE0001884,12110515
H7143H9,560,2014-07-12,2014-06-29,CSE0001884,11810104
D51962U,260,2014-07-26,2014-07-21,CSE0001884,11611227
GS13927,490,2014-07-29,2014-07-20,CSE0001884,11211217
LR91308,750,2014-08-04,2014-07-13,CSE0001884,11712125
D230D47,340,2014-06-17,2014-06-23,CSE0001884,12011517
F790I64,950,2014-08-02,2014-07-28,CSE0001884,12212215
C2698S3,800,2014-06-25,2014-07-12,CSE0001884,12112505
F76983D,670,2014-07-08,2014-07-16,CSE0001884,11310305
D265U39,820,2014-07-02,2014-06-11,CSE0001884,11712215
L85R920,750,2014-07-19,2014-06-23,CSE0001884,11212724
C6C1349,790,2014-07-30,2014-07-08,CSE0001884,11912320
T9508D4,400,2014-06-23,2014-07-14,CSE0001884,11610600
T7E2913,890,2014-06-14,2014-07-03,CSE0001884,11412311
FG91426,770,2014-07-30,2014-07-25,CSE0001884,11211217
C9W7563,300,2014-08-04,2014-07-20,CSE0001884,11110319
CZ28413,490,2014-07-02,2014-06-26,CSE0001884,12010225
T7E2913,540,2014-06-25,2014-06-30,CSE0001884,11311405
B239N58,820,2014-08-01,2014-06-23,CSE0001884,12010120
T9T8140,590,2014-06-27,2014-08-03,CSE0001884,11411929
S1490W6,440,2014-08-03,2014-06-15,CSE0001884,11311712
BE04182,700,2016-08-11,2016-06-24,CSE0001885,11311712
D50A198,740,2016-08-16,2016-08-10,CSE0001885,11511213
D8560Q1,870,2016-07-01,2016-08-04,CSE0001885,11111115
P56U187,900,2016-08-13,2016-08-07,CSE0001885,11112908
V56301I,10,2016-07-10,2016-08-04,CSE0001885,12210529
TT21465,930,2016-08-07,2016-06-22,CSE0001885,12110421
HD86793,550,2016-06-21,2016-08-09,CSE0001885,11112416
N89L425,150,2016-07-12,2016-07-12,CSE0001885,11712325
M8I1749,750,2016-07-14,2016-08-16,CSE0001885,11110319
R5F0782,350,2016-07-12,2016-07-23,CSE0001885,11811417
M421X86,350,2016-06-30,2016-08-03,CSE0001885,11310914
FJ71643,950,2016-08-11,2016-07-04,CSE0001885,11512928
M9J6453,940,2016-06-21,2016-07-11,CSE0001885,11810104
AA85346,330,2016-08-13,2016-07-12,CSE0001885,11210026
M9J6453,510,2016-06-29,2016-07-18,CSE0001885,11412311
G80142H,820,2016-07-28,2016-08-02,CSE0001885,11612521
W1473B8,330,2016-06-30,2016-07-06,CSE0001885,11111605
S36N209,170,2016-06-29,2016-08-19,CSE0001885,12110203
P02C741,920,2016-07-25,2016-07-14,CSE0001885,11512118
E2L5374,390,2016-07-21,2016-07-31,CSE0001885,11710914
M2348K0,280,2016-07-27,2016-07-16,CSE0001885,11210906
GC81302,750,2016-08-08,2016-07-20,CSE0001885,11210906
C21057Z,800,2016-07-02,2016-07-15,CSE0001885,12110421
AE80564,820,2016-08-13,2016-07-09,CSE0001885,11311712
T0829X7,460,2016-08-03,2016-06-23,CSE0001885,11510816
I357B21,690,2016-07-04,2016-07-27,CSE0001885,12110325
S86042Z,60,2016-06-24,2016-07-18,CSE0001885,11411910
E6N2308,630,2007-04-23,2007-04-07,CSE0001886,12210703
E895N12,660,2007-05-12,2007-05-03,CSE0001886,12211614
R81O564,440,2007-05-12,2007-04-04,CSE0001886,11112029
T5382D6,20,2007-03-27,2007-05-17,CSE0001886,11410820
W1473B8,740,2007-04-17,2007-05-11,CSE0001886,11410703
I94V518,950,2007-04-10,2007-04-03,CSE0001886,12210529
FK39705,530,2007-05-01,2007-04-11,CSE0001886,12212915
EZ12538,200,2007-04-22,2007-05-20,CSE0001886,11212711
R796N84,220,2007-04-02,2007-04-23,CSE0001886,11212724
C6C1543,280,2007-05-16,2007-04-12,CSE0001886,12210703
O8C6513,360,2007-04-22,2007-04-17,CSE0001886,11611227
D51962U,370,2007-03-29,2007-04-16,CSE0001886,11311405
A37260X,660,2007-05-19,2007-04-21,CSE0001886,11712215
I072X68,910,2007-04-27,2007-04-10,CSE0001886,11812007
P3650F7,10,2007-04-11,2007-05-01,CSE0001886,12011708
F1L0847,280,2007-05-14,2007-03-26,CSE0001886,11812007
L0528N6,720,2007-04-23,2007-04-25,CSE0001886,12110421
D68950Z,950,2007-05-20,2007-04-24,CSE0001886,11612521
FC40169,560,2007-05-20,2007-03-26,CSE0001886,11911804
VM86749,800,2007-03-24,2007-04-18,CSE0001886,12012922
H089L35,700,2007-04-05,2007-04-17,CSE0001886,12011708
I36Z941,190,2007-04-13,2007-04-04,CSE0001886,11612800
G9372K0,440,2007-03-25,2007-04-04,CSE0001886,12112001
T540P67,820,2007-04-05,2007-05-20,CSE0001886,11311921
M713N46,640,2002-09-08,2002-08-18,CSE0001887,12010605
C8739R1,10,2005-08-04,2005-08-20,CSE0001888,11712325
R58049A,140,2005-09-21,2005-08-29,CSE0001888,12112511
L8N0649,150,2005-08-07,2005-08-19,CSE0001888,12210427
E4280M5,10,2005-08-05,2005-09-21,CSE0001888,11411019
V0W6342,820,2005-09-10,2005-08-06,CSE0001888,11311817
A08264O,770,2005-08-02,2005-08-28,CSE0001888,11611819
C46258Y,580,2005-08-25,2005-08-01,CSE0001888,11112029
C1F0953,640,2005-08-26,2005-08-12,CSE0001888,11110321
V56301I,830,2005-09-15,2005-09-01,CSE0001888,11110319
OP18549,460,2005-09-13,2005-07-31,CSE0001888,11711514
D7Y5182,810,2005-08-31,2005-08-25,CSE0001888,11111510
H7143H9,800,2005-09-01,2005-08-03,CSE0001888,11410502
C7G8396,800,2005-09-18,2005-09-12,CSE0001888,11311921
N62Z458,430,2005-09-20,2005-08-09,CSE0001888,11510427
R2I4560,620,2005-08-29,2005-09-22,CSE0001888,11310305
M9P8604,980,2005-09-15,2005-08-07,CSE0001888,11211414
T75D268,900,2005-08-16,2005-08-19,CSE0001888,12112001
G80142H,30,2005-09-11,2005-08-17,CSE0001888,12011920
C2B7139,650,2005-09-16,2005-08-24,CSE0001888,11412623
L891S65,770,2005-07-25,2005-08-09,CSE0001888,11911804
T1R9247,480,2005-09-08,2005-09-04,CSE0001888,11311712
T28310Y,200,2005-07-25,2005-09-09,CSE0001888,11110405
F76983D,40,2005-08-03,2005-09-14,CSE0001888,12012309
G9372K0,720,2005-07-26,2005-08-10,CSE0001888,12112505
P02C741,270,2005-07-26,2005-07-29,CSE0001888,11911804
FK39705,920,2005-07-27,2005-08-26,CSE0001888,12110421
D1G4290,460,2005-09-11,2005-07-25,CSE0001888,11512928
W05C734,1000,2005-09-01,2005-09-15,CSE0001888,11812007
FG91426,850,2005-09-07,2005-09-13,CSE0001888,11310829
T7E2913,750,2005-08-27,2005-08-05,CSE0001888,11712125
C37A594,440,2005-09-10,2005-08-24,CSE0001888,12012309
CZ28413,70,2005-09-15,2005-07-29,CSE0001888,11710200
C21057Z,680,2005-08-12,2005-09-15,CSE0001888,11411019
CC50327,650,2005-09-07,2005-09-06,CSE0001888,11912320
I41V392,180,2005-08-14,2005-08-05,CSE0001888,12112505
YS95071,840,2005-08-03,2005-08-11,CSE0001888,11110321
A37260X,300,2005-08-21,2005-08-02,CSE0001888,11910811
